MSST,MISS,probability
27,15,2.61E-06
47,50,2.60E-06
43,50,2.60E-06
46,69,2.59E-06
11,16,2.58E-06
71,51,2.57E-06
15,19,2.57E-06
54,46,2.57E-06
64,51,2.56E-06
62,57,2.56E-06
60,43,2.55E-06
54,58,2.54E-06
53,77,2.54E-06
76,14,2.53E-06
21,10,2.52E-06
39,14,2.52E-06
49,68,2.52E-06
68,32,2.52E-06
32,16,2.52E-06
37,57,2.51E-06
76,65,2.50E-06
39,65,2.50E-06
56,71,2.50E-06
72,77,2.49E-06
58,53,2.49E-06
77,71,2.48E-06
50,81,2.48E-06
25,16,2.47E-06
47,46,2.47E-06
19,76,2.47E-06
43,46,2.46E-06
69,57,2.45E-06
26,13,2.45E-06
62,72,2.45E-06
47,58,2.44E-06
43,58,2.44E-06
40,16,2.44E-06
44,76,2.44E-06
60,69,2.44E-06
8,54,2.43E-06
61,39,2.43E-06
78,14,2.42E-06
29,16,2.42E-06
36,53,2.42E-06
12,18,2.41E-06
31,10,2.41E-06
78,65,2.40E-06
37,72,2.40E-06
57,63,2.39E-06
30,71,2.39E-06
68,62,2.38E-06
46,47,2.37E-06
65,14,2.37E-06
27,10,2.37E-06
61,26,2.37E-06
51,16,2.36E-06
46,25,2.36E-06
65,65,2.35E-06
56,68,2.34E-06
69,72,2.34E-06
8,22,2.33E-06
77,68,2.33E-06
53,81,2.33E-06
8,50,2.31E-06
33,13,2.30E-06
71,36,2.29E-06
64,36,2.29E-06
72,81,2.28E-06
63,71,2.28E-06
12,61,2.27E-06
12,78,2.27E-06
18,60,2.25E-06
30,68,2.24E-06
60,47,2.24E-06
15,16,2.24E-06
60,25,2.22E-06
12,64,2.21E-06
8,46,2.19E-06
26,76,2.19E-06
55,71,2.19E-06
61,29,2.19E-06
61,73,2.18E-06
50,54,2.18E-06
8,58,2.17E-06
11,60,2.17E-06
68,39,2.17E-06
57,40,2.17E-06
54,53,2.16E-06
46,77,2.16E-06
38,15,2.16E-06
76,19,2.14E-06
63,68,2.14E-06
39,19,2.13E-06
61,51,2.12E-06
32,60,2.12E-06
19,18,2.12E-06
68,26,2.12E-06
44,18,2.10E-06
50,22,2.09E-06
22,13,2.09E-06
25,60,2.08E-06
47,53,2.08E-06
43,53,2.08E-06
50,50,2.07E-06
71,70,2.07E-06
64,70,2.06E-06
58,14,2.06E-06
40,60,2.06E-06
33,76,2.06E-06
55,68,2.06E-06
78,19,2.05E-06
58,65,2.04E-06
29,60,2.04E-06
53,54,2.04E-06
12,57,2.04E-06
60,77,2.04E-06
36,14,2.01E-06
65,19,2.00E-06
72,54,2.00E-06
19,61,2.00E-06
19,78,2.00E-06
51,60,1.99E-06
36,65,1.99E-06
46,81,1.98E-06
44,61,1.98E-06
44,78,1.98E-06
50,46,1.97E-06
53,22,1.96E-06
68,29,1.96E-06
38,10,1.96E-06
68,73,1.95E-06
12,72,1.95E-06
50,58,1.95E-06
53,50,1.94E-06
19,64,1.94E-06
57,32,1.93E-06
72,22,1.92E-06
44,64,1.92E-06
70,71,1.91E-06
72,50,1.90E-06
68,51,1.90E-06
45,15,1.90E-06
61,36,1.89E-06
71,43,1.89E-06
15,60,1.89E-06
64,43,1.89E-06
26,18,1.89E-06
22,76,1.87E-06
60,81,1.87E-06
76,16,1.86E-06
39,16,1.86E-06
8,53,1.85E-06
53,46,1.84E-06
6,12,1.84E-06
53,58,1.83E-06
34,15,1.82E-06
57,62,1.82E-06
71,69,1.81E-06
72,46,1.81E-06
64,69,1.81E-06
19,57,1.79E-06
70,68,1.79E-06
54,14,1.79E-06
72,58,1.79E-06
78,16,1.78E-06
26,61,1.78E-06
54,65,1.78E-06
26,78,1.78E-06
44,57,1.77E-06
18,13,1.77E-06
33,18,1.77E-06
65,16,1.75E-06
58,19,1.74E-06
46,54,1.74E-06
26,64,1.73E-06
47,14,1.72E-06
43,14,1.72E-06
17,12,1.72E-06
45,10,1.72E-06
19,72,1.71E-06
11,13,1.71E-06
61,70,1.71E-06
47,65,1.71E-06
43,65,1.71E-06
28,15,1.70E-06
36,19,1.70E-06
44,72,1.70E-06
68,36,1.69E-06
46,22,1.67E-06
32,13,1.67E-06
33,61,1.67E-06
33,78,1.67E-06
71,47,1.66E-06
57,39,1.66E-06
64,47,1.66E-06
50,53,1.66E-06
46,50,1.65E-06
34,10,1.65E-06
71,25,1.65E-06
64,25,1.65E-06
60,54,1.64E-06
25,13,1.64E-06
33,64,1.62E-06
40,13,1.62E-06
57,26,1.62E-06
22,18,1.61E-06
62,71,1.61E-06
29,13,1.61E-06
26,57,1.60E-06
18,76,1.59E-06
37,71,1.58E-06
60,22,1.57E-06
46,46,1.57E-06
76,60,1.57E-06
39,60,1.57E-06
51,13,1.57E-06
61,43,1.56E-06
60,50,1.56E-06
46,58,1.56E-06
53,53,1.55E-06
28,10,1.54E-06
69,71,1.54E-06
11,76,1.53E-06
8,14,1.53E-06
52,15,1.53E-06
68,70,1.53E-06
72,53,1.52E-06
26,72,1.52E-06
22,61,1.52E-06
8,65,1.52E-06
58,16,1.52E-06
22,78,1.52E-06
54,19,1.52E-06
62,68,1.51E-06
71,77,1.51E-06
64,77,1.51E-06
78,60,1.51E-06
59,15,1.51E-06
33,57,1.50E-06
57,29,1.50E-06
32,76,1.50E-06
61,69,1.50E-06
57,73,1.49E-06
15,13,1.48E-06
37,68,1.48E-06
60,46,1.48E-06
36,16,1.48E-06
22,64,1.48E-06
65,60,1.47E-06
25,76,1.47E-06
60,58,1.47E-06
47,19,1.46E-06
43,19,1.46E-06
57,51,1.45E-06
40,76,1.45E-06
69,68,1.45E-06
29,76,1.44E-06
33,72,1.43E-06
51,76,1.40E-06
68,43,1.40E-06
52,10,1.39E-06
71,81,1.39E-06
64,81,1.38E-06
41,15,1.38E-06
50,14,1.37E-06
61,47,1.37E-06
18,18,1.37E-06
59,10,1.36E-06
22,57,1.36E-06
61,25,1.36E-06
50,65,1.36E-06
13,12,1.35E-06
14,12,1.34E-06
68,69,1.34E-06
15,76,1.33E-06
46,53,1.32E-06
54,16,1.32E-06
11,18,1.32E-06
22,72,1.30E-06
35,15,1.30E-06
8,19,1.30E-06
57,36,1.30E-06
16,15,1.29E-06
18,61,1.29E-06
32,18,1.29E-06
53,14,1.29E-06
18,78,1.29E-06
12,71,1.28E-06
58,60,1.28E-06
53,65,1.28E-06
47,16,1.27E-06
43,16,1.27E-06
25,18,1.26E-06
72,14,1.26E-06
18,64,1.25E-06
72,65,1.25E-06
61,77,1.25E-06
40,18,1.25E-06
41,10,1.25E-06
60,53,1.25E-06
36,60,1.25E-06
11,61,1.24E-06
11,78,1.24E-06
29,18,1.24E-06
76,13,1.24E-06
39,13,1.23E-06
68,47,1.23E-06
68,25,1.22E-06
71,54,1.22E-06
32,61,1.21E-06
64,54,1.21E-06
32,78,1.21E-06
51,18,1.21E-06
11,64,1.21E-06
66,15,1.21E-06
12,68,1.21E-06
25,61,1.19E-06
25,78,1.19E-06
81,15,1.19E-06
78,13,1.18E-06
32,64,1.18E-06
35,10,1.18E-06
40,61,1.18E-06
40,78,1.18E-06
16,10,1.17E-06
71,22,1.17E-06
57,70,1.17E-06
29,61,1.17E-06
64,22,1.17E-06
29,78,1.17E-06
50,19,1.16E-06
65,13,1.16E-06
71,50,1.16E-06
25,64,1.16E-06
18,57,1.16E-06
64,50,1.16E-06
73,15,1.15E-06
61,81,1.15E-06
15,18,1.14E-06
40,64,1.14E-06
51,61,1.14E-06
51,78,1.14E-06
29,64,1.13E-06
19,71,1.13E-06
8,16,1.13E-06
68,77,1.12E-06
44,71,1.12E-06
11,57,1.12E-06
54,60,1.11E-06
76,76,1.11E-06
51,64,1.11E-06
9,15,1.10E-06
39,76,1.10E-06
18,72,1.10E-06
71,46,1.10E-06
46,14,1.10E-06
64,46,1.10E-06
48,15,1.10E-06
66,10,1.09E-06
3,11,1.09E-06
53,19,1.09E-06
32,57,1.09E-06
71,58,1.09E-06
46,65,1.09E-06
64,58,1.09E-06
15,61,1.08E-06
15,78,1.08E-06
81,10,1.08E-06
47,60,1.07E-06
43,60,1.07E-06
57,43,1.07E-06
25,57,1.07E-06
72,19,1.07E-06
11,72,1.06E-06
78,76,1.06E-06
19,68,1.06E-06
40,57,1.06E-06
44,68,1.05E-06
15,64,1.05E-06
29,57,1.05E-06
73,10,1.04E-06
42,15,1.04E-06
32,72,1.04E-06
65,76,1.04E-06
23,15,1.04E-06
60,14,1.03E-06
68,81,1.03E-06
60,65,1.02E-06
57,69,1.02E-06
51,57,1.02E-06
25,72,1.02E-06
50,16,1.01E-06
40,72,1.01E-06
58,13,1.01E-06
61,54,1.00E-06
26,71,1.00E-06
9,10,1.00E-06
29,72,1.00E-06
49,15,9.96E-07
48,10,9.94E-07
24,12,9.91E-07
36,13,9.80E-07
51,72,9.76E-07
15,57,9.68E-07
61,22,9.66E-07
61,50,9.56E-07
76,18,9.53E-07
8,60,9.52E-07
39,18,9.51E-07
53,16,9.48E-07
42,10,9.46E-07
26,68,9.43E-07
33,71,9.43E-07
23,10,9.40E-07
57,47,9.39E-07
57,25,9.32E-07
72,16,9.30E-07
46,19,9.28E-07
71,53,9.26E-07
56,15,9.25E-07
15,72,9.25E-07
64,53,9.24E-07
77,15,9.20E-07
78,18,9.13E-07
61,46,9.08E-07
49,10,9.02E-07
58,76,9.02E-07
61,58,8.99E-07
68,54,8.99E-07
76,61,8.98E-07
76,78,8.96E-07
39,61,8.96E-07
39,78,8.95E-07
65,18,8.93E-07
20,12,8.88E-07
33,68,8.85E-07
30,15,8.84E-07
36,76,8.78E-07
54,13,8.76E-07
60,19,8.74E-07
76,64,8.72E-07
39,64,8.71E-07
68,22,8.64E-07
78,61,8.61E-07
78,78,8.59E-07
7,11,8.59E-07
22,71,8.59E-07
68,50,8.56E-07
57,77,8.54E-07
50,60,8.53E-07
63,15,8.44E-07
47,13,8.42E-07
65,61,8.42E-07
43,13,8.41E-07
65,78,8.41E-07
56,10,8.39E-07
78,64,8.36E-07
77,10,8.34E-07
65,64,8.18E-07
68,46,8.12E-07
55,15,8.12E-07
46,16,8.08E-07
22,68,8.06E-07
76,57,8.05E-07
68,58,8.05E-07
39,57,8.04E-07
30,10,8.02E-07
53,60,8.00E-07
54,76,7.85E-07
72,60,7.84E-07
57,81,7.84E-07
58,18,7.77E-07
78,57,7.72E-07
76,72,7.69E-07
39,72,7.68E-07
71,14,7.67E-07
64,14,7.66E-07
61,53,7.65E-07
63,10,7.65E-07
60,16,7.61E-07
71,65,7.61E-07
64,65,7.59E-07
36,18,7.56E-07
65,57,7.55E-07
47,76,7.54E-07
43,76,7.54E-07
8,13,7.49E-07
10,11,7.48E-07
78,72,7.38E-07
55,10,7.36E-07
58,61,7.32E-07
58,78,7.31E-07
18,71,7.28E-07
65,72,7.21E-07
36,61,7.13E-07
36,78,7.11E-07
58,64,7.11E-07
70,15,7.08E-07
11,71,7.02E-07
36,64,6.92E-07
57,54,6.87E-07
32,71,6.86E-07
68,53,6.85E-07
18,68,6.83E-07
46,60,6.81E-07
54,18,6.75E-07
25,71,6.72E-07
50,13,6.71E-07
8,76,6.71E-07
40,71,6.65E-07
57,22,6.61E-07
29,71,6.60E-07
11,68,6.59E-07
58,57,6.57E-07
21,12,6.56E-07
57,50,6.54E-07
47,18,6.49E-07
71,19,6.49E-07
43,18,6.49E-07
64,19,6.48E-07
32,68,6.44E-07
51,71,6.43E-07
60,60,6.42E-07
70,10,6.42E-07
36,57,6.39E-07
54,61,6.37E-07
54,78,6.36E-07
61,14,6.34E-07
25,68,6.31E-07
53,13,6.29E-07
61,65,6.28E-07
58,72,6.27E-07
31,12,6.26E-07
40,68,6.24E-07
57,46,6.21E-07
29,68,6.19E-07
54,64,6.18E-07
72,13,6.17E-07
27,12,6.16E-07
57,58,6.15E-07
47,61,6.12E-07
43,61,6.12E-07
47,78,6.11E-07
36,72,6.10E-07
43,78,6.10E-07
15,71,6.10E-07
51,68,6.04E-07
50,76,6.01E-07
62,15,5.97E-07
47,64,5.95E-07
43,64,5.94E-07
37,15,5.86E-07
8,18,5.77E-07
15,68,5.72E-07
69,15,5.72E-07
54,57,5.71E-07
68,14,5.67E-07
71,16,5.65E-07
64,16,5.64E-07
53,76,5.64E-07
68,65,5.62E-07
72,76,5.53E-07
47,57,5.49E-07
43,57,5.49E-07
54,72,5.45E-07
8,61,5.44E-07
8,78,5.43E-07
62,10,5.41E-07
61,19,5.36E-07
46,13,5.36E-07
37,10,5.31E-07
8,64,5.29E-07
47,72,5.24E-07
43,72,5.24E-07
57,53,5.23E-07
69,10,5.18E-07
50,18,5.17E-07
38,12,5.08E-07
76,71,5.07E-07
39,71,5.06E-07
60,13,5.05E-07
8,57,4.88E-07
50,61,4.88E-07
50,78,4.87E-07
78,71,4.86E-07
53,18,4.85E-07
46,76,4.80E-07
68,19,4.80E-07
71,60,4.77E-07
12,15,4.76E-07
76,68,4.76E-07
72,18,4.76E-07
64,60,4.76E-07
65,71,4.76E-07
39,68,4.75E-07
50,64,4.74E-07
61,16,4.67E-07
8,72,4.66E-07
53,61,4.58E-07
53,78,4.57E-07
78,68,4.56E-07
60,76,4.53E-07
72,61,4.49E-07
72,78,4.48E-07
45,12,4.47E-07
65,68,4.46E-07
53,64,4.44E-07
50,57,4.38E-07
72,64,4.36E-07
57,14,4.34E-07
12,10,4.32E-07
34,12,4.30E-07
57,65,4.30E-07
19,15,4.19E-07
50,72,4.18E-07
68,16,4.18E-07
44,15,4.14E-07
58,71,4.14E-07
46,18,4.13E-07
53,57,4.10E-07
36,71,4.02E-07
72,57,4.02E-07
28,12,4.01E-07
61,60,3.94E-07
53,72,3.92E-07
46,61,3.90E-07
60,18,3.89E-07
46,78,3.89E-07
58,68,3.88E-07
72,72,3.84E-07
19,10,3.80E-07
46,64,3.78E-07
36,68,3.78E-07
6,11,3.77E-07
44,10,3.75E-07
71,13,3.75E-07
64,13,3.74E-07
26,15,3.72E-07
3,9,3.69E-07
60,61,3.67E-07
57,19,3.67E-07
60,78,3.67E-07
52,12,3.61E-07
54,71,3.60E-07
60,64,3.57E-07
59,12,3.55E-07
17,11,3.53E-07
68,60,3.52E-07
46,57,3.50E-07
33,15,3.49E-07
47,71,3.46E-07
43,71,3.45E-07
54,68,3.37E-07
26,10,3.37E-07
71,76,3.36E-07
64,76,3.35E-07
46,72,3.34E-07
60,57,3.29E-07
47,68,3.24E-07
41,12,3.24E-07
43,68,3.24E-07
57,16,3.19E-07
22,15,3.18E-07
33,10,3.17E-07
60,72,3.15E-07
61,13,3.10E-07
8,71,3.07E-07
35,12,3.06E-07
16,12,3.05E-07
7,9,2.90E-07
71,18,2.89E-07
64,18,2.89E-07
8,68,2.89E-07
22,10,2.88E-07
66,12,2.84E-07
81,12,2.80E-07
61,76,2.78E-07
68,13,2.77E-07
13,11,2.77E-07
50,71,2.76E-07
14,11,2.75E-07
71,61,2.73E-07
71,78,2.72E-07
64,61,2.72E-07
64,78,2.72E-07
73,12,2.71E-07
18,15,2.70E-07
57,60,2.69E-07
71,64,2.65E-07
64,64,2.64E-07
9,12,2.60E-07
11,15,2.60E-07
50,68,2.59E-07
53,71,2.58E-07
48,12,2.58E-07
32,15,2.54E-07
72,71,2.53E-07
10,9,2.53E-07
25,15,2.49E-07
68,76,2.48E-07
40,15,2.46E-07
42,12,2.46E-07
71,57,2.45E-07
18,10,2.45E-07
29,15,2.44E-07
23,12,2.44E-07
64,57,2.44E-07
53,68,2.43E-07
61,18,2.39E-07
51,15,2.38E-07
72,68,2.38E-07
11,10,2.36E-07
49,12,2.35E-07
71,72,2.34E-07
64,72,2.33E-07
32,10,2.30E-07
15,15,2.26E-07
25,10,2.26E-07
61,61,2.25E-07
61,78,2.25E-07
40,10,2.23E-07
29,10,2.22E-07
46,71,2.20E-07
61,64,2.19E-07
56,12,2.18E-07
77,12,2.17E-07
51,10,2.16E-07
68,18,2.14E-07
57,13,2.12E-07
30,12,2.08E-07
60,71,2.07E-07
46,68,2.07E-07
15,10,2.05E-07
24,11,2.03E-07
61,57,2.02E-07
68,61,2.02E-07
68,78,2.01E-07
63,12,1.99E-07
68,64,1.96E-07
60,68,1.95E-07
61,72,1.93E-07
55,12,1.91E-07
57,76,1.90E-07
76,15,1.88E-07
39,15,1.88E-07
20,11,1.82E-07
68,57,1.81E-07
78,15,1.80E-07
65,15,1.76E-07
68,72,1.73E-07
76,10,1.70E-07
39,10,1.70E-07
70,12,1.67E-07
57,18,1.63E-07
78,10,1.63E-07
65,10,1.60E-07
57,61,1.54E-07
71,71,1.54E-07
57,78,1.54E-07
64,71,1.54E-07
58,15,1.53E-07
57,64,1.50E-07
36,15,1.49E-07
3,7,1.47E-07
71,68,1.45E-07
64,68,1.44E-07
62,12,1.41E-07
58,10,1.39E-07
57,57,1.38E-07
37,12,1.38E-07
36,10,1.35E-07
69,12,1.35E-07
21,11,1.35E-07
54,15,1.33E-07
57,72,1.32E-07
31,11,1.28E-07
47,15,1.28E-07
43,15,1.28E-07
6,9,1.27E-07
61,71,1.27E-07
27,11,1.26E-07
54,10,1.21E-07
61,68,1.19E-07
17,9,1.19E-07
47,10,1.16E-07
43,10,1.16E-07
7,7,1.16E-07
8,15,1.14E-07
68,71,1.14E-07
12,12,1.12E-07
68,68,1.07E-07
38,11,1.04E-07
8,10,1.03E-07
50,15,1.02E-07
10,7,1.01E-07
19,12,9.87E-08
44,12,9.76E-08
53,15,9.58E-08
72,15,9.39E-08
13,9,9.37E-08
14,9,9.30E-08
50,10,9.26E-08
45,11,9.17E-08
34,11,8.81E-08
26,12,8.77E-08
57,71,8.70E-08
53,10,8.68E-08
72,10,8.51E-08
33,12,8.23E-08
28,11,8.23E-08
57,68,8.17E-08
46,15,8.16E-08
60,15,7.69E-08
22,12,7.50E-08
52,11,7.40E-08
46,10,7.39E-08
59,11,7.27E-08
60,10,6.97E-08
24,9,6.87E-08
41,11,6.65E-08
18,12,6.36E-08
35,11,6.28E-08
16,11,6.26E-08
20,9,6.16E-08
11,12,6.13E-08
32,12,5.99E-08
25,12,5.87E-08
66,11,5.83E-08
40,12,5.81E-08
29,12,5.76E-08
81,11,5.73E-08
71,15,5.71E-08
64,15,5.69E-08
51,12,5.62E-08
73,11,5.57E-08
9,11,5.34E-08
15,12,5.32E-08
48,11,5.30E-08
71,10,5.17E-08
64,10,5.16E-08
6,7,5.07E-08
42,11,5.05E-08
23,11,5.01E-08
49,11,4.81E-08
17,7,4.75E-08
61,15,4.71E-08
21,9,4.55E-08
56,11,4.47E-08
77,11,4.45E-08
76,12,4.43E-08
39,12,4.42E-08
31,9,4.34E-08
30,11,4.27E-08
61,10,4.27E-08
27,9,4.27E-08
78,12,4.25E-08
68,15,4.22E-08
65,12,4.15E-08
63,11,4.08E-08
55,11,3.92E-08
68,10,3.82E-08
13,7,3.73E-08
14,7,3.70E-08
58,12,3.61E-08
38,9,3.53E-08
36,12,3.51E-08
70,11,3.42E-08
57,15,3.22E-08
54,12,3.14E-08
45,9,3.10E-08
47,12,3.02E-08
43,12,3.02E-08
34,9,2.98E-08
57,10,2.92E-08
62,11,2.89E-08
37,11,2.83E-08
28,9,2.78E-08
69,11,2.76E-08
24,7,2.74E-08
8,12,2.68E-08
52,9,2.50E-08
59,9,2.46E-08
20,7,2.45E-08
50,12,2.41E-08
12,11,2.30E-08
53,12,2.26E-08
41,9,2.25E-08
72,12,2.21E-08
35,9,2.13E-08
16,9,2.12E-08
19,11,2.02E-08
44,11,2.00E-08
66,9,1.97E-08
81,9,1.94E-08
46,12,1.92E-08
73,9,1.88E-08
21,7,1.81E-08
60,12,1.81E-08
9,9,1.81E-08
26,11,1.80E-08
48,9,1.79E-08
31,7,1.73E-08
42,9,1.71E-08
27,7,1.70E-08
23,9,1.69E-08
33,11,1.69E-08
49,9,1.63E-08
22,11,1.54E-08
56,9,1.51E-08
77,9,1.50E-08
30,9,1.45E-08
38,7,1.40E-08
63,9,1.38E-08
71,12,1.35E-08
64,12,1.34E-08
55,9,1.33E-08
18,11,1.30E-08
11,11,1.26E-08
45,7,1.23E-08
32,11,1.23E-08
25,11,1.20E-08
40,11,1.19E-08
34,7,1.19E-08
29,11,1.18E-08
70,9,1.16E-08
51,11,1.15E-08
61,12,1.11E-08
28,7,1.11E-08
15,11,1.09E-08
52,7,9.96E-09
68,12,9.94E-09
59,7,9.79E-09
62,9,9.76E-09
37,9,9.57E-09
69,9,9.34E-09
76,11,9.08E-09
39,11,9.07E-09
41,7,8.96E-09
78,11,8.71E-09
65,11,8.52E-09
35,7,8.46E-09
16,7,8.42E-09
66,7,7.85E-09
12,9,7.78E-09
81,7,7.72E-09
57,12,7.60E-09
73,7,7.50E-09
58,11,7.41E-09
3,8,7.24E-09
36,11,7.21E-09
9,7,7.19E-09
48,7,7.13E-09
19,9,6.84E-09
42,7,6.79E-09
44,9,6.77E-09
23,7,6.75E-09
49,7,6.48E-09
54,11,6.44E-09
47,11,6.19E-09
43,11,6.19E-09
26,9,6.08E-09
56,7,6.02E-09
77,7,5.99E-09
30,7,5.76E-09
33,9,5.71E-09
7,8,5.69E-09
8,11,5.51E-09
63,7,5.49E-09
55,7,5.28E-09
22,9,5.20E-09
3,6,4.99E-09
10,8,4.96E-09
50,11,4.93E-09
53,11,4.63E-09
70,7,4.61E-09
72,11,4.54E-09
18,9,4.41E-09
11,9,4.25E-09
32,9,4.15E-09
25,9,4.07E-09
40,9,4.03E-09
29,9,4.00E-09
46,11,3.94E-09
7,6,3.92E-09
51,9,3.90E-09
62,7,3.89E-09
37,7,3.81E-09
69,7,3.72E-09
60,11,3.71E-09
15,9,3.69E-09
10,6,3.42E-09
12,7,3.10E-09
76,9,3.07E-09
39,9,3.07E-09
78,9,2.95E-09
65,9,2.88E-09
71,11,2.76E-09
64,11,2.75E-09
19,7,2.72E-09
44,7,2.70E-09
58,9,2.50E-09
6,8,2.50E-09
36,9,2.44E-09
26,7,2.42E-09
17,8,2.34E-09
61,11,2.28E-09
33,7,2.27E-09
54,9,2.18E-09
47,9,2.09E-09
43,9,2.09E-09
22,7,2.07E-09
68,11,2.04E-09
8,9,1.86E-09
13,8,1.84E-09
14,8,1.82E-09
18,7,1.76E-09
6,6,1.72E-09
11,7,1.69E-09
50,9,1.67E-09
32,7,1.65E-09
25,7,1.62E-09
17,6,1.61E-09
40,7,1.60E-09
29,7,1.59E-09
53,9,1.57E-09
57,11,1.56E-09
51,7,1.55E-09
72,9,1.53E-09
15,7,1.47E-09
24,8,1.35E-09
46,9,1.33E-09
13,6,1.26E-09
60,9,1.26E-09
14,6,1.25E-09
76,7,1.22E-09
39,7,1.22E-09
20,8,1.21E-09
78,7,1.17E-09
65,7,1.15E-09
58,7,9.97E-10
36,7,9.71E-10
71,9,9.33E-10
64,9,9.31E-10
24,6,9.27E-10
21,8,8.92E-10
54,7,8.67E-10
31,8,8.51E-10
27,8,8.38E-10
47,7,8.34E-10
43,7,8.33E-10
20,6,8.31E-10
61,9,7.70E-10
8,7,7.41E-10
38,8,6.91E-10
68,9,6.89E-10
50,7,6.64E-10
53,7,6.23E-10
21,6,6.14E-10
72,7,6.11E-10
45,8,6.08E-10
31,6,5.85E-10
34,8,5.84E-10
27,6,5.76E-10
28,8,5.46E-10
46,7,5.31E-10
57,9,5.27E-10
60,7,5.00E-10
52,8,4.91E-10
59,8,4.82E-10
38,6,4.76E-10
41,8,4.41E-10
45,6,4.18E-10
35,8,4.17E-10
16,8,4.15E-10
34,6,4.02E-10
66,8,3.87E-10
81,8,3.80E-10
28,6,3.75E-10
71,7,3.71E-10
64,7,3.70E-10
73,8,3.69E-10
9,8,3.54E-10
48,8,3.51E-10
52,6,3.38E-10
42,8,3.35E-10
23,8,3.32E-10
59,6,3.32E-10
49,8,3.19E-10
61,7,3.07E-10
41,6,3.04E-10
56,8,2.97E-10
77,8,2.95E-10
35,6,2.87E-10
16,6,2.85E-10
30,8,2.83E-10
68,7,2.75E-10
63,8,2.70E-10
66,6,2.66E-10
81,6,2.62E-10
55,8,2.60E-10
73,6,2.54E-10
9,6,2.44E-10
48,6,2.42E-10
42,6,2.30E-10
23,6,2.29E-10
70,8,2.27E-10
49,6,2.20E-10
57,7,2.10E-10
56,6,2.04E-10
77,6,2.03E-10
30,6,1.95E-10
62,8,1.91E-10
37,8,1.88E-10
63,6,1.86E-10
69,8,1.83E-10
55,6,1.79E-10
70,6,1.56E-10
12,8,1.53E-10
19,8,1.34E-10
44,8,1.33E-10
62,6,1.32E-10
37,6,1.29E-10
69,6,1.26E-10
26,8,1.19E-10
33,8,1.12E-10
12,6,1.05E-10
22,8,1.02E-10
19,6,9.23E-11
44,6,9.13E-11
18,8,8.65E-11
11,8,8.34E-11
26,6,8.21E-11
32,8,8.14E-11
25,8,7.98E-11
40,8,7.90E-11
29,8,7.83E-11
33,6,7.70E-11
51,8,7.64E-11
15,8,7.24E-11
22,6,7.02E-11
76,8,6.02E-11
39,8,6.01E-11
18,6,5.95E-11
78,8,5.77E-11
11,6,5.74E-11
65,8,5.65E-11
32,6,5.60E-11
25,6,5.50E-11
40,6,5.43E-11
29,6,5.39E-11
51,6,5.26E-11
15,6,4.98E-11
58,8,4.91E-11
36,8,4.78E-11
54,8,4.27E-11
76,6,4.15E-11
39,6,4.14E-11
47,8,4.11E-11
43,8,4.10E-11
78,6,3.97E-11
65,6,3.89E-11
8,8,3.65E-11
58,6,3.38E-11
36,6,3.29E-11
50,8,3.27E-11
53,8,3.07E-11
72,8,3.01E-11
54,6,2.94E-11
47,6,2.83E-11
43,6,2.82E-11
46,8,2.61E-11
8,6,2.51E-11
60,8,2.46E-11
50,6,2.25E-11
53,6,2.11E-11
72,6,2.07E-11
71,8,1.83E-11
64,8,1.82E-11
46,6,1.80E-11
60,6,1.69E-11
61,8,1.51E-11
68,8,1.35E-11
71,6,1.26E-11
64,6,1.26E-11
61,6,1.04E-11
57,8,1.03E-11
68,6,9.30E-12
57,6,7.11E-12
3,3,9.34E-15
7,3,7.34E-15
10,3,6.40E-15
6,3,3.22E-15
17,3,3.01E-15
13,3,2.37E-15
14,3,2.35E-15
24,3,1.74E-15
20,3,1.56E-15
21,3,1.15E-15
31,3,1.10E-15
27,3,1.08E-15
38,3,8.91E-16
45,3,7.84E-16
34,3,7.53E-16
28,3,7.03E-16
52,3,6.32E-16
59,3,6.22E-16
41,3,5.69E-16
35,3,5.37E-16
16,3,5.35E-16
66,3,4.98E-16
81,3,4.90E-16
73,3,4.76E-16
9,3,4.56E-16
48,3,4.53E-16
42,3,4.31E-16
23,3,4.28E-16
49,3,4.11E-16
56,3,3.82E-16
77,3,3.80E-16
30,3,3.65E-16
63,3,3.49E-16
55,3,3.35E-16
70,3,2.92E-16
62,3,2.47E-16
37,3,2.42E-16
69,3,2.36E-16
12,3,1.97E-16
19,3,1.73E-16
44,3,1.71E-16
26,3,1.54E-16
33,3,1.44E-16
22,3,1.31E-16
18,3,1.11E-16
11,3,1.07E-16
32,3,1.05E-16
25,3,1.03E-16
40,3,1.02E-16
29,3,1.01E-16
51,3,9.85E-17
15,3,9.33E-17
76,3,7.76E-17
39,3,7.75E-17
78,3,7.44E-17
65,3,7.28E-17
58,3,6.33E-17
36,3,6.16E-17
54,3,5.50E-17
47,3,5.29E-17
43,3,5.29E-17
8,3,4.71E-17
50,3,4.22E-17
53,3,3.96E-17
72,3,3.88E-17
46,3,3.37E-17
60,3,3.17E-17
71,3,2.36E-17
64,3,2.35E-17
61,3,1.95E-17
68,3,1.74E-17
57,3,1.33E-17
