ND, WAKE, probability
33,48,9.231437436878613e-05
37,73,9.199656622250778e-05
31,8,9.190023814445466e-05
19,7,9.169771480496728e-05
44,30,9.16303303057721e-05
48,66,9.141752093890377e-05
44,52,9.120755016603869e-05
19,10,9.09905870702931e-05
37,26,9.097522709282109e-05
48,37,9.051229689864411e-05
52,49,9.039706768596379e-05
17,24,8.992154120529092e-05
56,28,8.932564258793618e-05
30,18,8.922548276590348e-05
34,36,8.896753929692715e-05
23,45,8.836383027479754e-05
40,41,8.829415178905231e-05
42,44,8.822255545305112e-05
55,34,8.818959628592254e-05
21,41,8.785746905622089e-05
56,38,8.72790189350475e-05
24,69,8.723908736964443e-05
56,16,8.721932594801668e-05
20,45,8.71747096843661e-05
43,31,8.707964172475111e-05
48,56,8.689638435797577e-05
39,45,8.661091514879528e-05
33,12,8.658587869008713e-05
59,34,8.654189325188818e-05
17,20,8.633413547673648e-05
29,45,8.628623940697724e-05
28,69,8.60076920860198e-05
30,33,8.599364711376595e-05
42,77,8.593464058487091e-05
41,40,8.524859776925083e-05
38,8,8.495608271861068e-05
37,22,8.477824692442972e-05
49,49,8.461525426781439e-05
54,6,8.405003319012405e-05
45,40,8.383234195645078e-05
36,9,8.341429293464366e-05
37,63,8.340034451580489e-05
47,21,8.335629846905669e-05
25,27,8.299973812790463e-05
52,19,8.292489150229733e-05
26,9,8.277923812883181e-05
48,55,8.266016004476344e-05
42,25,8.239067666399594e-05
42,62,8.238046771545702e-05
23,23,8.232442840875401e-05
42,70,8.190323984387407e-05
56,34,8.175673136750797e-05
46,24,8.150727219708648e-05
20,23,8.12165806319893e-05
42,15,8.11709686451964e-05
39,23,8.069131975617048e-05
37,11,8.068472666450234e-05
29,23,8.038883462418563e-05
37,81,8.034548865831394e-05
54,14,7.987302057668349e-05
54,13,7.970565151301877e-05
53,17,7.908770990536658e-05
32,30,7.908644037413464e-05
70,7,7.874893124569975e-05
32,52,7.872153744078475e-05
42,29,7.86802666360454e-05
44,42,7.863082741588335e-05
46,20,7.825555240581729e-05
70,10,7.814165816939439e-05
33,49,7.801181071955744e-05
23,35,7.78273596242291e-05
49,19,7.762099987550054e-05
51,27,7.755003247098151e-05
55,9,7.739128936078206e-05
44,59,7.73592031524405e-05
20,35,7.678002933602996e-05
39,35,7.628346145370085e-05
31,43,7.625864171882047e-05
48,73,7.618052281751479e-05
37,18,7.61605387209424e-05
24,40,7.605801574468741e-05
69,7,7.605742986296126e-05
29,35,7.599749992802734e-05
59,9,7.59453380506733e-05
30,44,7.589589108931493e-05
36,45,7.56828108603355e-05
69,10,7.547091232325456e-05
25,31,7.541358210492063e-05
48,26,7.533477224150598e-05
27,39,7.519328530667681e-05
26,45,7.510661784756415e-05
52,66,7.506423882359951e-05
28,40,7.4984443282002e-05
35,39,7.467927437304418e-05
73,7,7.453165720341634e-05
40,30,7.435614509391193e-05
52,37,7.432094636883774e-05
42,32,7.430051635434958e-05
63,24,7.42353539906402e-05
40,52,7.401306762919104e-05
21,30,7.398839656261629e-05
73,10,7.395690567300078e-05
30,77,7.392764910442438e-05
34,8,7.37762590883949e-05
44,48,7.370701937234992e-05
21,52,7.364701588077207e-05
37,33,7.340192832518668e-05
27,51,7.18862123777395e-05
56,9,7.174609161312761e-05
33,19,7.15633936522206e-05
31,47,7.153716876008561e-05
23,41,7.146632996496754e-05
35,51,7.139480813879856e-05
52,56,7.1351868672021e-05
63,20,7.127374623127921e-05
58,3,7.088515367495795e-05
30,25,7.087885621487444e-05
30,62,7.087007368480072e-05
22,24,7.071021283514273e-05
36,23,7.051011850741364e-05
20,41,7.050460066668306e-05
38,43,7.049639483729601e-05
51,31,7.046197822910249e-05
30,70,7.045952522153704e-05
49,66,7.026311601770072e-05
55,45,7.021806585975332e-05
48,22,7.020317648198595e-05
39,41,7.004861855062667e-05
26,23,6.99733065529974e-05
30,15,6.982956868879686e-05
29,41,6.978602939368055e-05
49,37,6.956736468787322e-05
44,12,6.913318842942953e-05
48,63,6.906216296169142e-05
59,45,6.890613650488893e-05
22,20,6.788924002715923e-05
52,55,6.787344407363544e-05
32,42,6.78665265446871e-05
30,29,6.768687346248301e-05
42,69,6.757925555626126e-05
53,6,6.732018587359263e-05
47,27,6.725692932275648e-05
48,11,6.681341394659839e-05
49,56,6.678818975788758e-05
32,59,6.67689834478383e-05
36,35,6.665842030480426e-05
48,81,6.65324977153502e-05
26,35,6.615093233513989e-05
38,47,6.613168528555948e-05
41,39,6.597381192693358e-05
31,65,6.57055439624036e-05
27,36,6.543324888999466e-05
55,23,6.541887238132945e-05
56,45,6.509610871819153e-05
35,36,6.498595621997248e-05
50,24,6.492606843833013e-05
45,39,6.487777284735825e-05
37,44,6.478274785280359e-05
33,66,6.477972505986013e-05
59,23,6.419660944958464e-05
17,21,6.418326857077451e-05
33,37,6.41382707320318e-05
53,14,6.397459212591282e-05
30,32,6.39190722616339e-05
53,13,6.384053725350233e-05
40,42,6.380731350284643e-05
32,48,6.361677157873714e-05
49,55,6.353224584976992e-05
21,42,6.349173708617022e-05
37,77,6.31027079667126e-05
31,54,6.308890693507571e-05
41,51,6.307222029474842e-05
48,18,6.306702408644326e-05
66,24,6.280409189651768e-05
40,59,6.277541633602437e-05
31,76,6.256718422926559e-05
52,73,6.255292092532624e-05
21,59,6.24649434473359e-05
50,20,6.233585316036426e-05
44,49,6.228735322418807e-05
62,24,6.225644319022795e-05
45,51,6.202438606690073e-05
52,26,6.185846298585585e-05
55,35,6.184528948994053e-05
33,56,6.157598488333174e-05
34,43,6.121939858668648e-05
36,41,6.121025669440242e-05
47,31,6.110966222315461e-05
48,33,6.078267380221401e-05
43,28,6.076466872173187e-05
26,41,6.074424701774888e-05
38,65,6.074070906287525e-05
59,35,6.0689794109250425e-05
56,23,6.064698559573056e-05
37,25,6.050033808628385e-05
37,62,6.049284154828806e-05
31,58,6.0449712710790616e-05
66,20,6.029853253858965e-05
23,30,6.0184742619197986e-05
37,70,6.014240811644827e-05
23,52,5.9907051664582254e-05
40,48,5.981174365083554e-05
62,20,5.9772732191212e-05
32,12,5.9669083002896014e-05
37,15,5.960469369432353e-05
21,48,5.9515928411166436e-05
20,30,5.93748307304111e-05
43,38,5.9372432353060756e-05
43,16,5.933182559696195e-05
20,52,5.9100876689766654e-05
39,30,5.899082939289645e-05
42,40,5.891790295024176e-05
24,39,5.886122889502464e-05
29,30,5.87696922387549e-05
39,52,5.87186471251856e-05
33,55,5.8574137496929836e-05
49,73,5.855202436077267e-05
29,52,5.849853029255349e-05
38,54,5.8321790067379025e-05
46,21,5.817741857819728e-05
30,69,5.813692193856762e-05
28,39,5.803039214701318e-05
49,26,5.790198408147151e-05
38,76,5.783948971380093e-05
37,29,5.777574508354375e-05
52,22,5.76448360390453e-05
31,78,5.756771762225736e-05
34,47,5.742906442308026e-05
41,36,5.741045677722801e-05
56,35,5.733407263575317e-05
44,19,5.713871191070809e-05
58,17,5.6862914493575266e-05
55,41,5.679051540238872e-05
52,63,5.670793345725701e-05
45,36,5.645668281197948e-05
24,51,5.62724554979214e-05
40,12,5.610017308144092e-05
38,58,5.588201833929702e-05
21,12,5.582271442311382e-05
59,41,5.5729461621968726e-05
43,34,5.561584057374792e-05
28,51,5.547815974830505e-05
52,11,5.4861453358151166e-05
52,81,5.463078900786832e-05
37,32,5.455964851163774e-05
27,8,5.426046804545496e-05
33,73,5.398257656027603e-05
49,22,5.395786150514319e-05
35,8,5.388955096521785e-05
32,49,5.376042005293417e-05
48,44,5.364530225014392e-05
33,26,5.3383265955258806e-05
38,78,5.321779223847668e-05
19,3,5.320319497230346e-05
49,63,5.3080883388357466e-05
63,21,5.298694393760488e-05
31,50,5.2842484896720365e-05
34,65,5.2747515488421095e-05
56,41,5.2648011868907585e-05
25,28,5.262402604054497e-05
48,77,5.225409470695003e-05
17,27,5.178696315996491e-05
52,18,5.178523886118465e-05
44,66,5.172239407535938e-05
23,42,5.1646393657727624e-05
36,30,5.154768051771362e-05
25,38,5.1418307578471964e-05
25,16,5.1383140909496086e-05
49,11,5.1352504503003866e-05
36,52,5.130984075985737e-05
24,36,5.122108210262092e-05
44,37,5.1210234545589486e-05
26,30,5.115523455804006e-05
49,81,5.113659348786445e-05
20,42,5.095138315479962e-05
26,52,5.09192055364009e-05
23,59,5.0811163895396256e-05
30,40,5.0685754029217794e-05
34,54,5.064691493323005e-05
39,42,5.062185970119181e-05
40,49,5.0544917369589793e-05
28,36,5.049808738975711e-05
22,21,5.04708051070143e-05
29,42,5.0432095052908654e-05
21,49,5.029493373873252e-05
34,76,5.0228083053212034e-05
20,59,5.0127393159973134e-05
48,25,5.009912407928423e-05
48,62,5.0092916345590574e-05
52,33,4.9909526048902836e-05
39,59,4.9803198786991226e-05
48,70,4.980272940550715e-05
33,22,4.974694592594826e-05
37,69,4.962415620698323e-05
29,59,4.96165030283412e-05
54,24,4.954280847322007e-05
48,15,4.9357458810244885e-05
32,19,4.931661074997142e-05
51,28,4.916876872441603e-05
44,56,4.9164416069550584e-05
65,7,4.894756350910675e-05
33,63,4.8938407897623675e-05
38,50,4.884960701501293e-05
43,9,4.880600197931865e-05
65,10,4.8570103942359295e-05
34,58,4.8528205767652104e-05
49,18,4.84730452627173e-05
23,48,4.841233219775568e-05
58,6,4.840223566470896e-05
60,7,4.820404448698749e-05
25,34,4.81649864006087e-05
51,38,4.804221690637858e-05
51,16,4.800935925667404e-05
48,29,4.7842942920178075e-05
60,10,4.7832318573722204e-05
55,30,4.782563417458002e-05
20,48,4.7760842771956345e-05
41,8,4.760757425743662e-05
55,52,4.760496784901189e-05
54,20,4.7566305929522036e-05
39,48,4.7451953849164615e-05
33,11,4.734491311204844e-05
29,48,4.727407213194427e-05
33,81,4.7145851968864825e-05
17,31,4.7053647232116967e-05
46,27,4.6941078255133246e-05
59,30,4.693207704479586e-05
45,8,4.6816657977993434e-05
44,55,4.676763631585303e-05
49,33,4.671730339400991e-05
59,52,4.671553357032877e-05
40,19,4.636689990240284e-05
50,21,4.6342258283898675e-05
34,78,4.621457937629393e-05
21,19,4.6137579792836845e-05
58,14,4.599680236246527e-05
31,46,4.5953446623391386e-05
58,13,4.5900418856653244e-05
70,3,4.569028521415811e-05
42,39,4.559651126332814e-05
23,12,4.5408143113586834e-05
48,32,4.5179757452072265e-05
27,43,4.502523253171283e-05
51,34,4.500250655701537e-05
31,53,4.489243415220477e-05
66,21,4.482765579312177e-05
20,12,4.479708135017407e-05
35,43,4.471744624845281e-05
33,18,4.469016922252543e-05
32,66,4.464176895792252e-05
39,12,4.450736028581728e-05
62,21,4.4436760758104705e-05
29,12,4.434051687823597e-05
56,30,4.433706117686356e-05
43,45,4.4282284087021655e-05
36,42,4.423466287801982e-05
32,37,4.419972237817075e-05
56,52,4.4132491043184335e-05
69,3,4.412867080382491e-05
52,44,4.4048927804115446e-05
26,42,4.3897892832313585e-05
42,51,4.359113289160339e-05
36,59,4.3519296240665294e-05
37,40,4.326403413776268e-05
73,3,4.324341449769087e-05
26,59,4.3187972468073494e-05
44,73,4.310157376360874e-05
33,33,4.307144688316466e-05
52,77,4.2906587318364446e-05
63,27,4.275308775572938e-05
19,17,4.267873552715267e-05
46,31,4.2650675037453445e-05
47,28,4.2642669482084797e-05
44,26,4.262306325345145e-05
38,46,4.248111747442377e-05
24,8,4.247504037825431e-05
32,56,4.243396970237404e-05
34,50,4.242122692312387e-05
25,9,4.226746188408007e-05
27,47,4.223754299164637e-05
40,66,4.1971668394495006e-05
35,47,4.19488129698241e-05
28,8,4.187549760481916e-05
21,66,4.17640860973142e-05
47,38,4.166564325024512e-05
47,16,4.1637146748651555e-05
40,37,4.155606137682172e-05
38,53,4.1500277107874115e-05
36,48,4.146471887463537e-05
21,37,4.135053457714086e-05
43,23,4.125572323835612e-05
49,44,4.123155011308583e-05
26,48,4.1149037136331765e-05
52,25,4.113710999944813e-05
52,62,4.113201274019467e-05
48,69,4.109277464859441e-05
55,42,4.1040659509656746e-05
23,49,4.091165348546914e-05
52,70,4.089373607779787e-05
22,27,4.072291397638271e-05
52,15,4.052811799976848e-05
55,59,4.0376946559719834e-05
32,55,4.036530119001363e-05
20,49,4.03611014168583e-05
59,42,4.027387043202461e-05
49,77,4.016227393923879e-05
39,49,4.010006965075509e-05
29,49,3.994974772148732e-05
40,56,3.989592138897567e-05
44,22,3.9719698390968216e-05
21,56,3.9698605262958756e-05
53,24,3.968149622942524e-05
42,36,3.967811564344392e-05
59,59,3.962255805865677e-05
41,43,3.9504673999792745e-05
51,9,3.9492209439566493e-05
52,29,3.9284527260198005e-05
30,39,3.922565873458375e-05
44,63,3.907413340150161e-05
47,34,3.90293892395808e-05
43,35,3.9002080805067366e-05
36,12,3.88916584545657e-05
45,43,3.88483731848935e-05
63,31,3.884546585842306e-05
27,65,3.8794388791215166e-05
26,12,3.859556609750507e-05
35,65,3.852919569689895e-05
49,25,3.850597272179916e-05
49,62,3.8501201484204385e-05
55,48,3.847072178870704e-05
25,45,3.83497864787474e-05
49,70,3.8278165041862774e-05
53,20,3.809840918506445e-05
56,42,3.80470068577916e-05
33,44,3.801380626849332e-05
40,55,3.7950983478903995e-05
49,15,3.7935931964736424e-05
44,11,3.780183153266237e-05
21,55,3.776328657210543e-05
59,48,3.775194851292028e-05
44,81,3.764289416632868e-05
23,19,3.752991676951144e-05
30,51,3.750047657780203e-05
56,59,3.743170750686589e-05
50,27,3.739175140093492e-05
27,54,3.7249453188494465e-05
32,73,3.720111050688071e-05
52,32,3.7097747439915646e-05
41,47,3.7058783988777445e-05
33,77,3.7027977280530125e-05
20,19,3.702487305819857e-05
22,31,3.7000849472283597e-05
35,54,3.699482106100284e-05
27,76,3.6941413527457886e-05
34,46,3.689080085693576e-05
32,26,3.678810650696424e-05
39,19,3.678541804669356e-05
49,29,3.677188152231047e-05
35,76,3.6688887116628595e-05
70,17,3.6652001817378856e-05
29,19,3.664752165255111e-05
45,47,3.644311734307528e-05
19,6,3.632853210664099e-05
66,27,3.616967802981385e-05
55,12,3.608345149597183e-05
34,53,3.603903450082207e-05
62,27,3.5854280150761936e-05
51,45,3.583176590387573e-05
48,40,3.5826084332734615e-05
43,41,3.581434073561352e-05
25,23,3.5728693987602e-05
27,58,3.569119918650293e-05
44,18,3.568219132893844e-05
56,48,3.566452959594195e-05
33,25,3.550093516279909e-05
33,62,3.549653627648288e-05
35,58,3.5447219068577516e-05
59,12,3.540928112880534e-05
69,17,3.539930019957758e-05
54,21,3.536215393292245e-05
33,70,3.529090578025525e-05
24,43,3.524570721031562e-05
36,49,3.504045629411169e-05
40,73,3.497604845304104e-05
33,15,3.497538085196927e-05
21,73,3.480306489622961e-05
26,49,3.47736841453044e-05
28,43,3.474820776442046e-05
49,32,3.472496854982643e-05
73,17,3.4689162024926475e-05
40,26,3.4587746928824265e-05
19,14,3.452312250621921e-05
19,13,3.445078139971127e-05
21,26,3.441668382277115e-05
44,33,3.438974690041332e-05
32,22,3.428220271599347e-05
47,9,3.425046585338719e-05
30,36,3.413419536579424e-05
41,65,3.403779605443979e-05
27,78,3.398958877105753e-05
50,31,3.397415435185752e-05
23,66,3.3972364441844025e-05
33,29,3.390217385674911e-05
25,35,3.377697203156589e-05
35,78,3.375724062738028e-05
52,69,3.374186718766906e-05
32,63,3.372501344387466e-05
23,37,3.363596720987607e-05
20,66,3.351519505548075e-05
37,39,3.34819964913808e-05
45,65,3.3472317820446e-05
56,12,3.345139534604699e-05
51,23,3.338277254097459e-05
39,66,3.3298438568429794e-05
20,37,3.3183324753523116e-05
29,66,3.317361370974987e-05
57,7,3.31618874693384e-05
24,47,3.306350661305634e-05
39,37,3.2968714607577736e-05
57,10,3.290615928228828e-05
42,8,3.2903044896860704e-05
66,31,3.286377819176346e-05
29,37,3.284512577522775e-05
17,28,3.283430236479875e-05
41,54,3.26822855128081e-05
32,11,3.262688550357281e-05
28,47,3.259680931794483e-05
62,31,3.2577207602697914e-05
55,49,3.25103288295711e-05
32,81,3.2489706138357985e-05
41,76,3.241201469566828e-05
23,56,3.2292230283302486e-05
40,22,3.223172553006947e-05
36,19,3.214402978727797e-05
45,54,3.213932670709973e-05
17,38,3.2082004839709676e-05
21,22,3.207231476839218e-05
17,16,3.2060062903123006e-05
33,32,3.201500364434958e-05
37,51,3.20094261182176e-05
59,49,3.1902917414779426e-05
26,19,3.1899308890218234e-05
45,76,3.187354596517312e-05
20,56,3.1857670624430605e-05
40,63,3.1707862701417146e-05
39,56,3.165163402644134e-05
49,69,3.158373102846518e-05
51,35,3.155919930473517e-05
21,63,3.1551042845785266e-05
29,56,3.1532982494591884e-05
31,60,3.133841718762176e-05
41,58,3.1315089545209485e-05
27,50,3.1199679359633345e-05
70,6,3.119852095777741e-05
47,45,3.107586767043973e-05
25,41,3.101629349987445e-05
35,50,3.0986402652128454e-05
32,18,3.079741705107428e-05
45,58,3.0794844300627245e-05
23,55,3.071797455258725e-05
40,11,3.067541567162938e-05
40,81,3.054644123890045e-05
21,11,3.052370206348203e-05
21,81,3.0395365508875353e-05
24,65,3.03682089320751e-05
44,44,3.0351550061481896e-05
20,55,3.0304599804987057e-05
43,30,3.016073275773028e-05
56,49,3.0138909040599314e-05
69,6,3.0132209822261656e-05
39,55,3.0108607551791446e-05
17,34,3.005212344748278e-05
43,52,3.0021571862345268e-05
29,55,2.9995740317041736e-05
28,65,2.993955624463196e-05
55,19,2.9823041387378932e-05
41,78,2.9822114141040817e-05
46,28,2.976188335272466e-05
32,33,2.9681904001057526e-05
70,14,2.964805618560361e-05
70,13,2.958593048449156e-05
44,77,2.9564429780263844e-05
73,6,2.952773367836205e-05
52,40,2.941731216124418e-05
45,78,2.9326672062139314e-05
18,7,2.9293419459048383e-05
59,19,2.9265838294864486e-05
24,54,2.9158834880004768e-05
37,36,2.9136056508491344e-05
31,72,2.9127374709916887e-05
33,69,2.911891086460102e-05
36,66,2.9097018820196896e-05
46,38,2.907998090389272e-05
18,10,2.9067522997102797e-05
46,16,2.906009215005322e-05
51,41,2.8979785024599804e-05
38,60,2.8970427243909985e-05
40,18,2.895537085667517e-05
47,23,2.8951925638794866e-05
24,76,2.8917701739950177e-05
26,66,2.8875495613723856e-05
21,18,2.8812164197800987e-05
36,37,2.8808897673775383e-05
28,54,2.8747252723085952e-05
16,7,2.8743735488121875e-05
69,14,2.8634737236930027e-05
26,37,2.858956800886763e-05
69,13,2.8574734884132698e-05
54,27,2.8532335665671206e-05
58,24,2.853041932521334e-05
16,10,2.8522077918955402e-05
28,76,2.8509523220326773e-05
65,3,2.8399472880355184e-05
44,25,2.8345186041424698e-05
44,62,2.8341673817016064e-05
53,21,2.8323448371162033e-05
23,73,2.8310026983300748e-05
30,8,2.8305753547661662e-05
44,70,2.817749124986301e-05
73,14,2.8060301586552666e-05
73,13,2.800150292877332e-05
23,26,2.7995731140447243e-05
60,3,2.796808167738396e-05
24,58,2.79390351982416e-05
20,73,2.792905621848869e-05
44,15,2.792556513152387e-05
40,33,2.790657855032267e-05
21,33,2.7768558978942173e-05
39,73,2.7748427578179517e-05
48,39,2.7725773932892067e-05
36,56,2.7657999310229424e-05
56,19,2.7647641966348585e-05
29,73,2.7644407879360354e-05
20,26,2.761898988511957e-05
28,58,2.7544670731470384e-05
49,40,2.7535775353317605e-05
26,56,2.7447431735259224e-05
39,26,2.7440366570724887e-05
58,20,2.7392202738248208e-05
41,50,2.737427643782322e-05
47,35,2.737039262898576e-05
29,26,2.7337501690971528e-05
42,43,2.7302883680278776e-05
46,34,2.7240042520426674e-05
27,46,2.7132198701897547e-05
63,28,2.710658676903473e-05
44,29,2.706867919877383e-05
55,66,2.6996042570478203e-05
35,46,2.6946726731503e-05
38,72,2.692645530844018e-05
45,50,2.6919500885605908e-05
55,37,2.6728725468945756e-05
24,78,2.6607016258715414e-05
77,7,2.6552657050943492e-05
48,51,2.6506367758080848e-05
27,53,2.6505747297080107e-05
59,66,2.6491658117848633e-05
63,38,2.6485522312924358e-05
63,16,2.646740799450946e-05
17,9,2.6372414429584364e-05
77,10,2.6347896002427188e-05
35,53,2.6324557662138155e-05
36,55,2.6309663703420604e-05
28,78,2.6231453476937547e-05
59,37,2.6229335473914292e-05
32,44,2.6196522987418954e-05
25,30,2.6120099383954632e-05
26,55,2.6109361359705458e-05
23,22,2.608873957559015e-05
25,52,2.599958187375306e-05
54,31,2.59244870755181e-05
43,42,2.5881859907038623e-05
22,28,2.5819402974954148e-05
20,22,2.573766088976064e-05
23,63,2.566471881079143e-05
55,56,2.566092875036872e-05
42,47,2.5612454581538286e-05
39,22,2.5571204900167318e-05
44,32,2.5561896616371512e-05
32,77,2.5517156876000474e-05
29,22,2.547534689074807e-05
43,59,2.546329632170656e-05
33,40,2.538686095630347e-05
20,63,2.531934621330853e-05
22,38,2.522783039510973e-05
22,16,2.5210576253496253e-05
59,56,2.5181489089243167e-05
34,60,2.515805434823784e-05
39,63,2.515559563597969e-05
47,41,2.513334025898077e-05
29,63,2.506129560855295e-05
56,66,2.5026854565301034e-05
23,11,2.4829043982877042e-05
63,34,2.480973960623171e-05
56,37,2.4779036530290733e-05
23,81,2.4724650552738293e-05
61,7,2.4654166923770807e-05
40,44,2.4629664137034268e-05
21,44,2.4507851436802706e-05
20,11,2.4494917142189518e-05
32,25,2.4464823582739768e-05
61,10,2.4464046098577238e-05
32,62,2.4461792170265896e-05
24,50,2.4423077948366833e-05
55,55,2.4409950921140505e-05
51,30,2.4405071643110777e-05
20,81,2.43919285445133e-05
39,11,2.433649848517272e-05
32,70,2.4320085654920024e-05
51,52,2.4292467229648038e-05
43,48,2.4261155735659906e-05
36,73,2.424727867686419e-05
29,11,2.4245268982686198e-05
39,81,2.423417595691969e-05
37,8,2.4161050994233973e-05
29,81,2.414333002782814e-05
48,36,2.4126987656137978e-05
32,15,2.410264739108065e-05
28,50,2.407834184550292e-05
26,73,2.4062677809196747e-05
40,77,2.399093207483059e-05
36,26,2.3978087167681096e-05
59,55,2.3953884084605805e-05
17,45,2.392801500779325e-05
46,9,2.390465657721652e-05
21,77,2.387227839766928e-05
41,46,2.3805510917930793e-05
26,26,2.3795535725304882e-05
56,56,2.3789128727642765e-05
50,28,2.3707357924335876e-05
22,34,2.3631623931668756e-05
42,65,2.35245577880809e-05
30,43,2.3488060117748578e-05
23,18,2.343681938125523e-05
45,46,2.341002414047725e-05
34,72,2.3383059571464846e-05
32,29,2.3363066315668963e-05
41,53,2.3255868925374856e-05
44,69,2.3249555032727234e-05
50,38,2.3164176391354702e-05
50,16,2.3148333650478596e-05
20,18,2.3121427841370592e-05
40,25,2.3001540635910323e-05
40,62,2.29986905374019e-05
39,18,2.297189210194848e-05
66,28,2.29325311314341e-05
21,25,2.2887780263103077e-05
29,18,2.2885778058512375e-05
21,62,2.2884944260531704e-05
45,53,2.286951348482639e-05
40,70,2.2865459731135185e-05
53,27,2.2853080094279102e-05
65,17,2.278159409039617e-05
52,39,2.276603100469831e-05
43,12,2.2755648855043877e-05
21,70,2.2752372383439787e-05
62,28,2.2732560546288597e-05
40,15,2.2661026821795438e-05
56,55,2.2629401700439605e-05
23,33,2.258791449331224e-05
42,54,2.258772315818987e-05
21,15,2.2548950552633806e-05
55,73,2.249648224870773e-05
60,17,2.2435539101218664e-05
25,42,2.241446712995292e-05
66,38,2.2407102382483375e-05
42,76,2.24009307628753e-05
66,16,2.239177742938198e-05
36,22,2.2344766368135603e-05
17,23,2.2292607193992307e-05
20,33,2.2283946748417378e-05
55,26,2.224672795303831e-05
62,38,2.221171351113901e-05
62,16,2.219652219090271e-05
26,22,2.2174649823744996e-05
39,33,2.213982734207582e-05
59,73,2.207616597992566e-05
32,32,2.2062557297942125e-05
29,33,2.2056832434867385e-05
25,59,2.2051978508234146e-05
30,47,2.2033821775712658e-05
36,63,2.1981596468830445e-05
40,29,2.19656813555958e-05
21,29,2.185704410648577e-05
59,26,2.183107800463947e-05
26,63,2.1814244831768857e-05
63,9,2.177193022413265e-05
52,51,2.176475908888936e-05
50,34,2.1698540722449354e-05
46,45,2.1688988047075647e-05
42,58,2.164281237442573e-05
31,64,2.1551455415058838e-05
19,24,2.1413644230232386e-05
49,39,2.1309911388094773e-05
36,11,2.1265848636882664e-05
24,46,2.1239058138025957e-05
36,81,2.117643662063481e-05
47,30,2.1165821938652443e-05
26,11,2.1103946175069546e-05
17,35,2.107484729118419e-05
47,52,2.1068163345401335e-05
26,81,2.1015214875862117e-05
25,48,2.101088869674818e-05
66,34,2.098936803554418e-05
51,42,2.094274865143456e-05
28,46,2.093926504288527e-05
56,73,2.0855508284202247e-05
62,34,2.080634174054664e-05
53,31,2.0764314091984145e-05
24,53,2.074867260186832e-05
40,32,2.0742958006807122e-05
22,9,2.0738068012370503e-05
55,22,2.0731342541623875e-05
21,32,2.064036806844902e-05
56,26,2.0623971961111204e-05
42,78,2.0610971590275774e-05
51,59,2.0604060783030296e-05
19,20,2.0559350265170296e-05
43,49,2.050229665779939e-05
28,53,2.0455801386066234e-05
55,63,2.039439564948546e-05
49,51,2.0372681011975488e-05
58,21,2.0364147916531017e-05
59,22,2.0344005514989907e-05
44,40,2.0269756092742484e-05
30,65,2.023765086649092e-05
46,23,2.0206610987630047e-05
36,18,2.007342102400109e-05
32,69,2.006676764871508e-05
37,43,2.0048793871712256e-05
59,63,2.001335401867896e-05
48,8,2.0007284751363473e-05
23,44,1.9935541238891732e-05
38,64,1.9922986772572016e-05
26,18,1.9920596825151087e-05
52,36,1.9811015929044468e-05
63,45,1.9753939274034228e-05
55,11,1.97303290294516e-05
25,12,1.9707074573238887e-05
20,44,1.9667266736815032e-05
55,81,1.9647373087749974e-05
33,39,1.9646868499583735e-05
51,48,1.963132821173558e-05
39,44,1.954007047133876e-05
29,44,1.9466821194794805e-05
30,54,1.94317129895639e-05
23,77,1.9418543958871286e-05
65,6,1.9391902363810146e-05
59,11,1.9361694583060406e-05
17,41,1.9352345984048798e-05
36,33,1.934634176687966e-05
59,81,1.9280288560653e-05
30,76,1.9271019670057293e-05
57,3,1.9240592510220594e-05
56,22,1.9219124187485247e-05
26,33,1.9199053012378538e-05
20,77,1.9157226739078047e-05
46,35,1.9102801082478656e-05
60,6,1.909733717508753e-05
50,9,1.9041679681958694e-05
39,77,1.903332911107e-05
29,77,1.896197944067583e-05
42,50,1.8919196382119354e-05
56,63,1.890675540810719e-05
40,69,1.886653995040174e-05
22,45,1.8815903411406354e-05
43,19,1.880758711999587e-05
37,47,1.8807494053265886e-05
33,51,1.8782780347451947e-05
21,69,1.8773230347696705e-05
64,7,1.863922542412534e-05
55,18,1.8624001718104486e-05
30,58,1.8618827378107694e-05
23,25,1.861771883505876e-05
23,62,1.8615411931642074e-05
49,36,1.854389963138268e-05
23,70,1.8507573342457777e-05
27,60,1.8503077018486405e-05
64,10,1.8495488873238805e-05
31,61,1.8445429921557244e-05
65,14,1.8428188041544294e-05
66,9,1.841934109633799e-05
51,12,1.841312162584906e-05
63,23,1.840381697464654e-05
70,24,1.8389788674592992e-05
65,13,1.838957289270828e-05
35,60,1.837659253447219e-05
20,25,1.8367178396230072e-05
20,62,1.8364902537035263e-05
23,15,1.8342102929542112e-05
56,11,1.8291128185047732e-05
59,18,1.82760374975031e-05
62,9,1.8258725314507413e-05
20,70,1.8258515142151203e-05
39,25,1.8248390334289375e-05
39,62,1.824612919400768e-05
56,81,1.8214223346759895e-05
29,25,1.8179983140362466e-05
29,62,1.8177730476349577e-05
47,42,1.8163048047734244e-05
60,14,1.8148261782303022e-05
39,70,1.814042984995977e-05
60,13,1.8110233201942397e-05
20,15,1.8095271480548757e-05
54,28,1.809025436627311e-05
31,71,1.808712108465448e-05
29,70,1.80724273642648e-05
39,15,1.7978241951946454e-05
55,33,1.7949421868579238e-05
29,15,1.7910847455163867e-05
