DAL,WSH,probability
25,40,6.79E-05
43,21,6.78E-05
36,70,6.78E-05
38,43,6.77E-05
54,33,6.73E-05
50,27,6.72E-05
23,43,6.70E-05
29,56,6.66E-05
13,21,6.66E-05
17,32,6.65E-05
43,30,6.64E-05
54,25,6.63E-05
14,3,6.63E-05
33,32,6.63E-05
54,11,6.62E-05
42,56,6.59E-05
32,33,6.58E-05
14,23,6.57E-05
18,14,6.54E-05
25,56,6.53E-05
37,39,6.53E-05
13,30,6.51E-05
32,25,6.49E-05
32,11,6.47E-05
20,5,6.46E-05
51,40,6.46E-05
30,5,6.44E-05
40,44,6.41E-05
19,35,6.40E-05
40,29,6.36E-05
50,14,6.35E-05
19,70,6.34E-05
45,47,6.33E-05
56,21,6.32E-05
14,31,6.29E-05
38,8,6.28E-05
41,39,6.26E-05
15,20,6.25E-05
51,56,6.21E-05
23,8,6.21E-05
16,42,6.21E-05
39,28,6.20E-05
44,44,6.19E-05
56,30,6.19E-05
36,44,6.17E-05
47,38,6.17E-05
39,45,6.15E-05
14,34,6.14E-05
37,43,6.14E-05
44,29,6.14E-05
47,41,6.13E-05
36,29,6.12E-05
28,39,6.12E-05
29,18,6.10E-05
39,37,6.07E-05
42,18,6.04E-05
26,32,6.01E-05
25,18,5.98E-05
49,21,5.96E-05
43,19,5.93E-05
54,42,5.91E-05
41,43,5.89E-05
18,9,5.88E-05
22,40,5.86E-05
21,32,5.84E-05
49,30,5.83E-05
13,19,5.82E-05
16,35,5.81E-05
32,42,5.78E-05
29,36,5.77E-05
17,47,5.77E-05
19,44,5.77E-05
28,43,5.76E-05
16,70,5.75E-05
33,47,5.75E-05
19,29,5.72E-05
42,36,5.72E-05
50,9,5.70E-05
37,8,5.70E-05
51,18,5.69E-05
25,36,5.66E-05
39,48,5.65E-05
22,56,5.64E-05
38,50,5.62E-05
45,49,5.56E-05
23,50,5.56E-05
39,51,5.55E-05
47,28,5.53E-05
54,35,5.53E-05
56,19,5.53E-05
70,7,5.52E-05
47,45,5.48E-05
54,70,5.47E-05
41,8,5.46E-05
47,37,5.42E-05
32,35,5.41E-05
51,36,5.39E-05
48,32,5.39E-05
35,32,5.37E-05
32,70,5.35E-05
28,8,5.34E-05
40,40,5.30E-05
43,38,5.28E-05
43,41,5.26E-05
16,44,5.23E-05
26,47,5.22E-05
49,19,5.21E-05
16,29,5.19E-05
13,38,5.19E-05
22,18,5.16E-05
13,41,5.16E-05
44,40,5.11E-05
37,50,5.10E-05
36,40,5.10E-05
40,56,5.10E-05
17,49,5.07E-05
21,47,5.06E-05
70,16,5.06E-05
33,49,5.05E-05
47,48,5.04E-05
54,44,4.98E-05
47,51,4.95E-05
54,29,4.94E-05
56,38,4.92E-05
44,56,4.92E-05
38,5,4.92E-05
36,56,4.90E-05
56,41,4.90E-05
41,50,4.89E-05
22,36,4.89E-05
18,3,4.88E-05
32,44,4.87E-05
23,5,4.87E-05
39,12,4.86E-05
15,7,4.84E-05
32,29,4.83E-05
18,23,4.83E-05
28,50,4.78E-05
19,40,4.76E-05
43,28,4.74E-05
50,3,4.73E-05
14,21,4.73E-05
43,45,4.70E-05
50,23,4.69E-05
48,47,4.67E-05
40,18,4.67E-05
35,47,4.66E-05
13,28,4.65E-05
39,22,4.65E-05
43,37,4.64E-05
49,38,4.64E-05
14,30,4.63E-05
18,31,4.63E-05
49,41,4.61E-05
39,54,4.61E-05
13,45,4.61E-05
26,49,4.58E-05
19,56,4.58E-05
13,37,4.55E-05
18,34,4.52E-05
44,18,4.50E-05
50,31,4.49E-05
36,18,4.49E-05
70,24,4.49E-05
37,5,4.46E-05
21,49,4.45E-05
15,16,4.44E-05
29,32,4.44E-05
40,36,4.42E-05
56,28,4.42E-05
42,32,4.39E-05
50,34,4.38E-05
45,39,4.38E-05
56,45,4.38E-05
25,32,4.35E-05
47,12,4.33E-05
56,37,4.33E-05
43,48,4.32E-05
16,40,4.32E-05
41,5,4.28E-05
39,26,4.28E-05
44,36,4.26E-05
36,36,4.25E-05
43,51,4.25E-05
13,48,4.24E-05
19,18,4.19E-05
28,5,4.18E-05
13,51,4.17E-05
49,28,4.16E-05
16,56,4.16E-05
47,22,4.15E-05
70,27,4.14E-05
51,32,4.14E-05
14,19,4.14E-05
45,43,4.13E-05
49,45,4.12E-05
54,40,4.12E-05
47,54,4.11E-05
48,49,4.11E-05
35,49,4.09E-05
49,37,4.08E-05
56,48,4.03E-05
32,40,4.03E-05
17,39,4.00E-05
33,39,3.98E-05
19,36,3.97E-05
54,56,3.96E-05
56,51,3.96E-05
15,24,3.94E-05
70,14,3.91E-05
32,56,3.87E-05
29,47,3.85E-05
45,8,3.83E-05
47,26,3.82E-05
42,47,3.81E-05
16,18,3.80E-05
49,48,3.79E-05
25,47,3.77E-05
17,43,3.76E-05
22,32,3.76E-05
33,43,3.75E-05
49,51,3.73E-05
43,12,3.71E-05
14,38,3.69E-05
14,41,3.67E-05
13,12,3.64E-05
15,27,3.64E-05
54,18,3.62E-05
26,39,3.61E-05
39,15,3.61E-05
16,36,3.60E-05
51,47,3.59E-05
43,22,3.56E-05
32,18,3.54E-05
43,54,3.53E-05
70,9,3.51E-05
21,39,3.51E-05
39,33,3.49E-05
13,22,3.49E-05
17,8,3.49E-05
18,21,3.48E-05
33,8,3.48E-05
13,54,3.46E-05
56,12,3.46E-05
39,25,3.44E-05
15,14,3.44E-05
54,36,3.43E-05
39,11,3.43E-05
45,50,3.42E-05
18,30,3.41E-05
26,43,3.40E-05
40,32,3.40E-05
29,49,3.38E-05
50,21,3.38E-05
32,36,3.36E-05
42,49,3.35E-05
10,10,3.34E-05
25,49,3.32E-05
56,22,3.31E-05
14,28,3.31E-05
50,30,3.31E-05
21,43,3.30E-05
56,54,3.29E-05
44,32,3.28E-05
14,45,3.28E-05
43,26,3.27E-05
36,32,3.27E-05
49,12,3.26E-05
22,47,3.26E-05
14,37,3.24E-05
48,39,3.24E-05
35,39,3.23E-05
47,15,3.22E-05
13,26,3.21E-05
51,49,3.16E-05
26,8,3.15E-05
17,50,3.12E-05
49,22,3.12E-05
47,33,3.11E-05
33,50,3.11E-05
49,54,3.10E-05
15,9,3.08E-05
47,25,3.07E-05
39,42,3.06E-05
21,8,3.06E-05
47,11,3.06E-05
19,32,3.05E-05
56,26,3.05E-05
48,43,3.05E-05
18,19,3.05E-05
35,43,3.04E-05
14,48,3.01E-05
45,5,3.00E-05
14,51,2.96E-05
50,19,2.95E-05
40,47,2.95E-05
70,3,2.92E-05
70,23,2.89E-05
49,26,2.87E-05
39,35,2.87E-05
22,49,2.86E-05
44,47,2.84E-05
39,70,2.84E-05
36,47,2.83E-05
48,8,2.83E-05
26,50,2.82E-05
35,8,2.82E-05
16,32,2.77E-05
70,31,2.77E-05
43,15,2.76E-05
21,50,2.74E-05
47,42,2.73E-05
17,5,2.73E-05
33,5,2.72E-05
18,38,2.71E-05
13,15,2.71E-05
70,34,2.70E-05
18,41,2.70E-05
43,33,2.67E-05
29,39,2.67E-05
19,47,2.65E-05
42,39,2.64E-05
54,32,2.64E-05
50,38,2.63E-05
43,25,2.63E-05
43,11,2.62E-05
50,41,2.62E-05
13,33,2.62E-05
25,39,2.61E-05
10,13,2.60E-05
14,12,2.59E-05
40,49,2.59E-05
39,44,2.58E-05
32,32,2.58E-05
13,25,2.58E-05
13,11,2.57E-05
56,15,2.57E-05
39,29,2.56E-05
15,3,2.56E-05
47,35,2.56E-05
15,23,2.54E-05
47,70,2.53E-05
48,50,2.53E-05
35,50,2.52E-05
29,43,2.51E-05
44,49,2.50E-05
36,49,2.49E-05
51,39,2.49E-05
56,33,2.49E-05
42,43,2.48E-05
14,22,2.48E-05
26,5,2.47E-05
25,43,2.46E-05
14,54,2.46E-05
56,25,2.45E-05
56,11,2.44E-05
18,28,2.43E-05
15,31,2.43E-05
49,15,2.42E-05
18,45,2.41E-05
16,47,2.40E-05
21,5,2.40E-05
18,37,2.38E-05
15,34,2.37E-05
50,28,2.36E-05
43,42,2.34E-05
51,43,2.34E-05
49,33,2.34E-05
50,45,2.34E-05
19,49,2.33E-05
29,8,2.33E-05
50,37,2.31E-05
49,25,2.31E-05
42,8,2.30E-05
47,44,2.30E-05
49,11,2.30E-05
13,42,2.30E-05
54,47,2.29E-05
47,29,2.28E-05
25,8,2.28E-05
14,26,2.28E-05
22,39,2.26E-05
10,6,2.24E-05
32,47,2.24E-05
18,48,2.22E-05
48,5,2.21E-05
35,5,2.21E-05
43,35,2.19E-05
56,42,2.18E-05
18,51,2.18E-05
51,8,2.17E-05
43,70,2.17E-05
50,48,2.15E-05
13,35,2.15E-05
39,40,2.13E-05
13,70,2.13E-05
22,43,2.12E-05
12,10,2.12E-05
50,51,2.11E-05
16,49,2.11E-05
29,50,2.08E-05
70,21,2.08E-05
42,50,2.06E-05
49,42,2.06E-05
39,56,2.05E-05
56,35,2.04E-05
25,50,2.04E-05
40,39,2.04E-05
70,30,2.04E-05
56,70,2.02E-05
54,49,2.01E-05
43,44,1.97E-05
22,8,1.97E-05
44,39,1.97E-05
32,49,1.97E-05
36,39,1.96E-05
43,29,1.96E-05
51,50,1.94E-05
13,44,1.94E-05
14,15,1.93E-05
49,35,1.92E-05
13,29,1.92E-05
40,43,1.92E-05
18,12,1.91E-05
49,70,1.90E-05
47,40,1.90E-05
10,17,1.90E-05
39,18,1.88E-05
14,33,1.86E-05
44,43,1.85E-05
50,12,1.85E-05
36,43,1.85E-05
56,44,1.84E-05
19,39,1.83E-05
14,25,1.83E-05
47,56,1.83E-05
14,11,1.83E-05
15,21,1.83E-05
18,22,1.83E-05
56,29,1.82E-05
29,5,1.82E-05
70,19,1.82E-05
18,54,1.81E-05
42,5,1.81E-05
15,30,1.79E-05
25,5,1.79E-05
40,8,1.78E-05
39,36,1.78E-05
50,22,1.77E-05
22,50,1.76E-05
50,54,1.76E-05
49,44,1.73E-05
19,43,1.73E-05
44,8,1.72E-05
49,29,1.72E-05
36,8,1.71E-05
10,20,1.71E-05
51,5,1.70E-05
18,26,1.68E-05
47,18,1.68E-05
16,39,1.66E-05
12,13,1.65E-05
14,42,1.63E-05
43,40,1.63E-05
50,26,1.63E-05
70,38,1.62E-05
70,41,1.61E-05
19,8,1.60E-05
13,40,1.60E-05
15,19,1.60E-05
40,50,1.59E-05
47,36,1.59E-05
54,39,1.58E-05
43,56,1.57E-05
16,43,1.57E-05
32,39,1.55E-05
22,5,1.54E-05
13,56,1.54E-05
44,50,1.54E-05
36,50,1.53E-05
14,35,1.53E-05
56,40,1.52E-05
14,70,1.51E-05
54,43,1.49E-05
56,56,1.46E-05
32,43,1.46E-05
70,28,1.46E-05
16,8,1.45E-05
70,45,1.44E-05
43,18,1.44E-05
19,50,1.43E-05
49,40,1.43E-05
70,37,1.43E-05
12,6,1.42E-05
15,38,1.42E-05
18,15,1.42E-05
15,41,1.42E-05
13,18,1.41E-05
40,5,1.40E-05
54,8,1.38E-05
14,44,1.38E-05
49,56,1.38E-05
50,15,1.37E-05
18,33,1.37E-05
39,32,1.37E-05
14,29,1.37E-05
43,36,1.36E-05
32,8,1.35E-05
18,25,1.35E-05
44,5,1.35E-05
18,11,1.35E-05
36,5,1.34E-05
56,18,1.34E-05
13,36,1.33E-05
50,33,1.33E-05
70,48,1.33E-05
10,7,1.33E-05
50,25,1.31E-05
50,11,1.31E-05
70,51,1.30E-05
16,50,1.30E-05
15,28,1.28E-05
56,36,1.27E-05
15,45,1.27E-05
49,18,1.26E-05
19,5,1.25E-05
15,37,1.25E-05
54,50,1.24E-05
47,32,1.22E-05
10,16,1.22E-05
32,50,1.21E-05
12,17,1.21E-05
18,42,1.20E-05
49,36,1.19E-05
39,47,1.19E-05
50,42,1.17E-05
15,48,1.16E-05
15,51,1.14E-05
70,12,1.14E-05
16,5,1.14E-05
14,40,1.14E-05
18,35,1.12E-05
18,70,1.11E-05
14,56,1.09E-05
70,22,1.09E-05
50,35,1.09E-05
12,20,1.09E-05
54,5,1.08E-05
70,54,1.08E-05
50,70,1.08E-05
10,24,1.08E-05
32,5,1.06E-05
47,47,1.06E-05
43,32,1.05E-05
39,49,1.04E-05
13,32,1.03E-05
18,44,1.01E-05
18,29,1.00E-05
70,26,1.00E-05
14,18,1.00E-05
15,12,1.00E-05
10,27,9.95E-06
50,44,9.83E-06
50,29,9.75E-06
56,32,9.74E-06
15,22,9.58E-06
15,54,9.50E-06
14,36,9.49E-06
10,14,9.41E-06
47,49,9.30E-06
49,32,9.18E-06
43,47,9.07E-06
13,47,8.90E-06
15,26,8.81E-06
70,15,8.47E-06
56,47,8.45E-06
10,9,8.45E-06
12,7,8.41E-06
18,40,8.37E-06
39,39,8.22E-06
70,33,8.19E-06
50,40,8.12E-06
70,25,8.07E-06
18,56,8.05E-06
70,11,8.05E-06
43,49,7.97E-06
49,47,7.96E-06
13,49,7.82E-06
50,56,7.81E-06
39,43,7.73E-06
12,16,7.72E-06
15,15,7.44E-06
56,49,7.43E-06
18,18,7.37E-06
47,39,7.33E-06
14,32,7.29E-06
70,42,7.19E-06
15,33,7.18E-06
39,8,7.17E-06
50,18,7.15E-06
15,25,7.08E-06
15,11,7.06E-06
10,3,7.01E-06
49,49,7.00E-06
18,36,6.98E-06
10,23,6.94E-06
47,43,6.90E-06
12,24,6.84E-06
50,36,6.77E-06
70,35,6.73E-06
70,70,6.66E-06
10,31,6.65E-06
10,34,6.50E-06
39,50,6.42E-06
47,8,6.40E-06
14,47,6.32E-06
12,27,6.32E-06
15,42,6.31E-06
43,39,6.28E-06
13,39,6.16E-06
70,44,6.06E-06
70,29,6.01E-06
12,14,5.97E-06
43,43,5.91E-06
15,35,5.90E-06
11,10,5.88E-06
56,39,5.85E-06
15,70,5.84E-06
13,43,5.80E-06
47,50,5.72E-06
39,5,5.62E-06
14,49,5.56E-06
49,39,5.51E-06
56,43,5.51E-06
43,8,5.48E-06
13,8,5.38E-06
18,32,5.36E-06
12,9,5.36E-06
15,44,5.32E-06
15,29,5.27E-06
50,32,5.20E-06
49,43,5.19E-06
56,8,5.11E-06
47,5,5.01E-06
70,40,5.01E-06
10,21,5.00E-06
43,50,4.91E-06
10,30,4.90E-06
70,56,4.81E-06
13,50,4.81E-06
49,8,4.81E-06
18,47,4.65E-06
11,13,4.57E-06
56,50,4.57E-06
50,47,4.51E-06
12,3,4.45E-06
70,18,4.41E-06
12,23,4.41E-06
15,40,4.39E-06
14,39,4.38E-06
10,19,4.38E-06
49,50,4.31E-06
43,5,4.30E-06
15,56,4.23E-06
12,31,4.22E-06
13,5,4.21E-06
70,36,4.17E-06
14,43,4.12E-06
12,34,4.12E-06
18,49,4.09E-06
56,5,4.00E-06
50,49,3.97E-06
11,6,3.95E-06
10,38,3.90E-06
10,41,3.88E-06
15,18,3.87E-06
14,8,3.82E-06
49,5,3.77E-06
15,36,3.66E-06
10,28,3.50E-06
10,45,3.46E-06
10,37,3.42E-06
14,50,3.42E-06
11,17,3.35E-06
18,39,3.22E-06
70,32,3.21E-06
10,48,3.19E-06
12,21,3.18E-06
10,51,3.13E-06
50,39,3.13E-06
12,30,3.11E-06
18,43,3.03E-06
11,20,3.01E-06
14,5,3.00E-06
50,43,2.94E-06
15,32,2.82E-06
18,8,2.81E-06
70,47,2.78E-06
12,19,2.78E-06
10,12,2.74E-06
50,8,2.73E-06
10,22,2.62E-06
10,54,2.60E-06
18,50,2.52E-06
12,38,2.47E-06
12,41,2.46E-06
70,49,2.45E-06
50,50,2.44E-06
15,47,2.44E-06
10,26,2.41E-06
11,7,2.33E-06
9,10,2.22E-06
12,28,2.22E-06
18,5,2.20E-06
12,45,2.20E-06
12,37,2.17E-06
15,49,2.15E-06
11,16,2.14E-06
50,5,2.14E-06
10,15,2.04E-06
12,48,2.02E-06
12,51,1.99E-06
10,33,1.97E-06
10,25,1.94E-06
10,11,1.93E-06
70,39,1.93E-06
11,24,1.90E-06
70,43,1.81E-06
11,27,1.75E-06
12,12,1.74E-06
10,42,1.73E-06
9,13,1.73E-06
15,39,1.69E-06
70,8,1.68E-06
12,22,1.66E-06
11,14,1.66E-06
12,54,1.65E-06
10,35,1.62E-06
10,70,1.60E-06
15,43,1.59E-06
12,26,1.53E-06
70,50,1.51E-06
9,6,1.49E-06
11,9,1.49E-06
15,8,1.48E-06
10,44,1.46E-06
10,29,1.44E-06
15,50,1.32E-06
70,5,1.32E-06
12,15,1.29E-06
9,17,1.26E-06
12,33,1.25E-06
11,3,1.23E-06
12,25,1.23E-06
12,11,1.23E-06
11,23,1.22E-06
10,40,1.20E-06
11,31,1.17E-06
15,5,1.16E-06
10,56,1.16E-06
11,34,1.14E-06
9,20,1.14E-06
12,42,1.10E-06
10,18,1.06E-06
12,35,1.03E-06
12,70,1.02E-06
10,36,1.00E-06
12,44,9.24E-07
12,29,9.16E-07
9,7,8.81E-07
11,21,8.81E-07
11,30,8.62E-07
9,16,8.09E-07
10,32,7.71E-07
11,19,7.70E-07
12,40,7.63E-07
12,56,7.34E-07
9,24,7.16E-07
11,38,6.86E-07
11,41,6.82E-07
12,18,6.72E-07
10,47,6.69E-07
9,27,6.62E-07
12,36,6.37E-07
9,14,6.25E-07
11,28,6.16E-07
11,45,6.10E-07
11,37,6.03E-07
10,49,5.88E-07
9,9,5.61E-07
11,48,5.61E-07
11,51,5.51E-07
12,32,4.89E-07
11,12,4.82E-07
9,3,4.66E-07
10,39,4.63E-07
11,22,4.62E-07
9,23,4.61E-07
11,54,4.58E-07
9,31,4.42E-07
10,43,4.36E-07
9,34,4.32E-07
11,26,4.25E-07
12,47,4.24E-07
10,8,4.04E-07
12,49,3.73E-07
10,50,3.62E-07
11,15,3.58E-07
11,33,3.46E-07
11,25,3.41E-07
11,11,3.40E-07
9,21,3.33E-07
9,30,3.25E-07
10,5,3.17E-07
11,42,3.04E-07
12,39,2.94E-07
9,19,2.91E-07
11,35,2.85E-07
11,70,2.82E-07
12,43,2.77E-07
9,38,2.59E-07
9,41,2.58E-07
12,8,2.57E-07
11,44,2.56E-07
11,29,2.54E-07
9,28,2.32E-07
9,45,2.30E-07
12,50,2.30E-07
9,37,2.28E-07
9,48,2.12E-07
11,40,2.12E-07
9,51,2.08E-07
11,56,2.04E-07
12,5,2.01E-07
11,18,1.86E-07
9,12,1.82E-07
11,36,1.77E-07
9,22,1.74E-07
9,54,1.73E-07
9,26,1.60E-07
11,32,1.36E-07
9,15,1.35E-07
9,33,1.31E-07
9,25,1.29E-07
9,11,1.29E-07
11,47,1.18E-07
9,42,1.15E-07
9,35,1.07E-07
9,70,1.06E-07
11,49,1.03E-07
9,44,9.67E-08
9,29,9.60E-08
7,10,9.14E-08
11,39,8.15E-08
9,40,7.99E-08
9,56,7.69E-08
11,43,7.67E-08
11,8,7.12E-08
7,13,7.11E-08
9,18,7.04E-08
9,36,6.67E-08
11,50,6.37E-08
7,6,6.14E-08
11,5,5.58E-08
7,17,5.20E-08
9,32,5.12E-08
7,20,4.68E-08
9,47,4.44E-08
9,49,3.91E-08
7,7,3.63E-08
7,16,3.33E-08
9,39,3.08E-08
7,24,2.95E-08
9,43,2.90E-08
7,27,2.72E-08
9,8,2.69E-08
7,14,2.57E-08
9,50,2.40E-08
7,9,2.31E-08
9,5,2.11E-08
8,10,2.09E-08
7,3,1.92E-08
7,23,1.90E-08
7,31,1.82E-08
7,34,1.78E-08
8,13,1.63E-08
8,6,1.40E-08
7,21,1.37E-08
7,30,1.34E-08
6,10,1.21E-08
7,19,1.20E-08
8,17,1.19E-08
8,20,1.07E-08
7,38,1.07E-08
7,41,1.06E-08
7,28,9.57E-09
7,45,9.48E-09
6,13,9.40E-09
7,37,9.37E-09
7,48,8.72E-09
7,51,8.57E-09
8,7,8.29E-09
6,6,8.11E-09
8,16,7.61E-09
7,12,7.49E-09
7,22,7.17E-09
7,54,7.11E-09
6,17,6.88E-09
8,24,6.74E-09
7,26,6.60E-09
8,27,6.23E-09
6,20,6.19E-09
8,14,5.88E-09
7,15,5.57E-09
7,33,5.38E-09
7,25,5.30E-09
7,11,5.29E-09
8,9,5.28E-09
6,7,4.79E-09
7,42,4.73E-09
7,35,4.42E-09
6,16,4.40E-09
8,3,4.39E-09
7,70,4.38E-09
8,23,4.34E-09
8,31,4.16E-09
8,34,4.06E-09
7,44,3.98E-09
7,29,3.95E-09
6,24,3.90E-09
6,27,3.60E-09
6,14,3.40E-09
7,40,3.29E-09
7,56,3.16E-09
8,21,3.13E-09
8,30,3.06E-09
6,9,3.05E-09
7,18,2.90E-09
7,36,2.74E-09
8,19,2.74E-09
6,3,2.54E-09
6,23,2.51E-09
8,38,2.44E-09
8,41,2.43E-09
6,31,2.41E-09
6,34,2.35E-09
8,28,2.19E-09
8,45,2.17E-09
8,37,2.14E-09
7,32,2.11E-09
8,48,1.99E-09
8,51,1.96E-09
7,47,1.83E-09
6,21,1.81E-09
6,30,1.77E-09
8,12,1.71E-09
8,22,1.64E-09
8,54,1.63E-09
7,49,1.61E-09
6,19,1.58E-09
8,26,1.51E-09
6,38,1.41E-09
6,41,1.40E-09
8,15,1.27E-09
7,39,1.27E-09
6,28,1.26E-09
6,45,1.25E-09
6,37,1.24E-09
8,33,1.23E-09
8,25,1.21E-09
8,11,1.21E-09
7,43,1.19E-09
6,48,1.15E-09
6,51,1.13E-09
7,8,1.11E-09
8,42,1.08E-09
8,35,1.01E-09
8,70,1.00E-09
6,12,9.90E-10
7,50,9.90E-10
6,22,9.48E-10
6,54,9.41E-10
8,44,9.11E-10
8,29,9.03E-10
6,26,8.73E-10
7,5,8.67E-10
8,40,7.52E-10
6,15,7.36E-10
8,56,7.24E-10
6,33,7.11E-10
6,25,7.01E-10
6,11,6.99E-10
8,18,6.63E-10
8,36,6.27E-10
6,42,6.25E-10
6,35,5.85E-10
6,70,5.79E-10
6,44,5.26E-10
6,29,5.22E-10
8,32,4.82E-10
6,40,4.35E-10
6,56,4.18E-10
8,47,4.18E-10
6,18,3.83E-10
8,49,3.68E-10
6,36,3.63E-10
8,39,2.90E-10
6,32,2.79E-10
8,43,2.73E-10
8,8,2.53E-10
6,47,2.42E-10
8,50,2.26E-10
6,49,2.13E-10
8,5,1.98E-10
6,39,1.68E-10
6,43,1.58E-10
6,8,1.46E-10
6,50,1.31E-10
6,5,1.15E-10
5,10,6.13E-12
5,13,4.77E-12
5,6,4.12E-12
5,17,3.49E-12
5,20,3.14E-12
5,7,2.43E-12
5,16,2.23E-12
5,24,1.98E-12
5,27,1.83E-12
5,14,1.73E-12
5,9,1.55E-12
5,3,1.29E-12
5,23,1.27E-12
5,31,1.22E-12
5,34,1.19E-12
5,21,9.18E-13
5,30,8.98E-13
5,19,8.03E-13
5,38,7.15E-13
5,41,7.11E-13
5,28,6.42E-13
5,45,6.36E-13
5,37,6.28E-13
5,48,5.85E-13
5,51,5.74E-13
5,12,5.02E-13
5,22,4.81E-13
5,54,4.77E-13
5,26,4.43E-13
5,15,3.73E-13
5,33,3.61E-13
5,25,3.56E-13
5,11,3.55E-13
5,42,3.17E-13
5,35,2.97E-13
5,70,2.94E-13
5,44,2.67E-13
5,29,2.65E-13
5,40,2.21E-13
5,56,2.12E-13
5,18,1.94E-13
5,36,1.84E-13
5,32,1.41E-13
5,47,1.23E-13
5,49,1.08E-13
5,39,8.50E-14
5,43,8.00E-14
5,8,7.42E-14
5,50,6.64E-14
5,5,5.81E-14
3,10,2.02E-15
3,13,1.57E-15
3,6,1.36E-15
3,17,1.15E-15
3,20,1.04E-15
3,7,8.02E-16
3,16,7.37E-16
3,24,6.53E-16
3,27,6.03E-16
3,14,5.69E-16
3,9,5.11E-16
3,3,4.24E-16
3,23,4.20E-16
3,31,4.03E-16
3,34,3.93E-16
3,21,3.03E-16
3,30,2.96E-16
3,19,2.65E-16
3,38,2.36E-16
3,41,2.35E-16
3,28,2.12E-16
3,45,2.10E-16
3,37,2.07E-16
3,48,1.93E-16
3,51,1.90E-16
3,12,1.66E-16
3,22,1.59E-16
3,54,1.57E-16
3,26,1.46E-16
3,15,1.23E-16
3,33,1.19E-16
3,25,1.17E-16
3,11,1.17E-16
3,42,1.05E-16
3,35,9.79E-17
3,70,9.69E-17
3,44,8.81E-17
3,29,8.74E-17
3,40,7.28E-17
3,56,7.00E-17
3,18,6.41E-17
3,36,6.07E-17
3,32,4.67E-17
3,47,4.05E-17
3,49,3.56E-17
3,39,2.80E-17
3,43,2.64E-17
3,8,2.45E-17
3,50,2.19E-17
3,5,1.92E-17
